anno,provincia,comune,giorno,organo_di_rilevazione,localizzazione_incidente,denominazione_della_strada,tronco_di_strada_o_autostrada,tipo_di_strada,pavimentazione,intersezione_o_non_interse3,fondo_stradale,segnaletica,condizioni_meteorologiche,natura_incidente,tipo_veicolo_a,tipo_veicoli__b_,tipo_veicolo__c_,veicolo__a____circostanze_10,veicolo__a____circostanze_11,veicolo__b____circostanze_13,veicolo__b____circostanze_14,veicolo__a___anno_immatric18,immatricolazione_veicolo__b_,immatricolazione_veicolo__c_,veicolo__a___et__conducente,veicolo__a___sesso_conducente,veicolo__a___esito_conducente,veicolo__a___patente_condu29,veicolo__a___anno_rilascio30,veicolo__a___passeggeri_an35,veicolo__a___et__passegger36,veicolo__a___sesso_passegg37,veicolo__a___esito_passegg38,veicolo__a___et__passegger39,veicolo__a___sesso_passegg40,veicolo__a___esito_passegg41,veicolo__a___et__passegger42,veicolo__a___sesso_passegg43,veicolo__a___esito_passegg44,veicolo__a___et__passegger45,veicolo__a___sesso_passegg46,veicolo__a___altri_passegg47,veicolo__a___altri_passegg48,veicolo__a___altri_passegg49,veicolo__a___altri_passegg50,veicolo__b___et__conducente,veicolo__b___sesso_conducente,veicolo__b___esito_conducente,veicolo__b___patente_condu51,veicolo__b___anno_rilascio52,veicolo__b___passeggeri_an57,veicolo__b___et__passegger58,veicolo__b___sesso_passegg59,veicolo__b___esito_passegg60,veicolo__b___et__passegger61,veicolo__b___sesso_passegg62,veicolo__b___esito_passegg63,veicolo__b___et__passegger64,veicolo__b___sesso_passegg65,veicolo__b___esito_passegg66,veicolo__b___et__passegger67,veicolo__b___sesso_passegg68,veicolo__b___altri_passegg69,veicolo__b___altri_passegg70,veicolo__b___altri_passegg71,veicolo__b___altri_passegg72,veicolo__c___et__conducente,veicolo__c___sesso_conducente,veicolo__c___esito_conducente,veicolo__c___patente_condu73,veicolo__c___anno_rilascio74,veicolo__c___passeggeri_an79,veicolo__c___et__passegger80,veicolo__c___sesso_passegg81,veicolo__c___esito_passegg82,veicolo__c___et__passegger83,veicolo__c___sesso_passegg84,veicolo__c___esito_passegg85,veicolo__c___et__passegger86,veicolo__c___sesso_passegg87,veicolo__c___esito_passegg88,veicolo__c___et__passegger89,veicolo__c___sesso_passegg90,veicolo__c___altri_passegg91,veicolo__c___altri_passegg92,veicolo__c___altri_passegg93,veicolo__c___altri_passegg94,pedone_morto_1__sesso,pedone_morto_1__et_,pedone_ferito_1__sesso,pedone_ferito_1__et_,pedone_morto_2__sesso,pedone_morto_2__et_,pedone_ferito_2__sesso,pedone_ferito_2__et_,pedone_morto_3__sesso,pedone_morto_3__et_,pedone_ferito_3__sesso,pedone_ferito_3__et_,pedone_morto_4__sesso,pedone_morto_4__et_,pedone_ferito_4__sesso,pedone_ferito_4__et_,altri_veicoli_coinvolti,morti_maschi_coinvolti_su_95,morti_femmine_coinvolti_su96,feriti_maschi_coinvolti_su97,feriti_femmine_coinvolti_s98,morti_entro_24_ore,morti_entro_30_giorni,feriti,descrizione_strada,Ora,chilometri,ettometrica,trimestre,PRO_COM,COMUNE,PROVINCIA,giorno_num,morti,STRADA
18,38,8,Mercoledi,1,7,A13,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autovettura privata,Autovettura privata,null,00,  ,00,  ,2015       ,           ,           ,n.i. ,1,2, ,           ,2,n.i. ,4,2,n.i. ,4, ,     , , ,     , ,0,0,0,0,n.i. ,1,1, ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,3,                                                         ,11,39,700,4,38008,Ferrara,Ferrara,3,0,A13
18,38,8,Materdi,1,7,A13,  ,1,1,Rettilineo,2,Verticale e orizzontale,Nebbia,Tamponamento,Autovettura privata,Trattore stradale o motrice,null,21,  ,20,  ,2013       ,2013       ,           ,55-64,1,3,2,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,2,3,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,1,0,1,                                                         ,17,35,800,4,38008,Ferrara,Ferrara,2,1,A13
18,38,8,Materdi,1,7,A13,  ,4,1,Rettilineo,2,Verticale,Nebbia,Tamponamento,Autovettura privata,Autocarro,null,00,  ,00,  ,           ,           ,           ,30-44,1,2,2,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,n.i. ,1,1, ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,4,47,000,4,38008,Ferrara,Ferrara,2,0,A13
18,17,69,Lunedi,1,7,A04,  ,1,1,Rettilineo,1,Orizzontale,Altro,Tamponamento,Autovettura privata,Autovettura privata,null,20,  ,22,  ,           ,2010       ,           ,18-29,1,2,2,"(2008,2013]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,2,3,"(2008,2013]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,                                                         ,24,197,700,1,17069,Erbusco,Brescia,1,0,A04
18,17,165,Venerdi,1,7,A04,  ,2,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Motociclo a solo,Autovettura privata,null,21,  ,20,  ,           ,           ,           ,18-29,1,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,55-64,1,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,17,211,000,3,17165,Roncadelle,Brescia,5,0,A04
18,17,29,Sabato,1,7,A04,  ,4,1,Rettilineo,1,Verticale e orizzontale,Sereno,Scontro frontale-laterale,Autovettura privata,Autovettura privata,null,00,  ,00,  ,2009       ,2009       ,           ,18-29,1,1,2,"(2008,2013]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,18-29,1,2,2,"(2008,2013]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,8,221,050,3,17029,Brescia,Brescia,6,0,A04
18,17,46,Materdi,1,7,A04,  ,1,1,Rettilineo,1,Orizzontale,Sereno,Tamponamento,Autocarro,Autovettura privata,null,20,  ,22,  ,           ,           ,           ,65+  ,1,1,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,18-29,1,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,11,203,300,4,17046,Cazzago San Martino,Brescia,2,0,A04
18,15,146,Mercoledi,1,7,A04,  ,3,1,Curva,2,Verticale e orizzontale,Pioggia,"Fuoriuscita, sbandamento",Motociclo a solo,null,null,72,  ,75,  ,           ,           ,           ,55-64,1,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,18,126,000,1,15146,Milano,Milano,3,0,A04
18,15,146,Sabato,1,7,A04,  ,2,1,Curva,2,Verticale e orizzontale,Pioggia,Scontro frontale,Autovettura privata,Autovettura privata,null,20,  ,21,  ,           ,           ,           ,55-64,1,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,18-29,2,2,2,"(2013,2018]",2,18-29,4, ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,3,                                                         ,14,130,001,1,15146,Milano,Milano,6,0,A04
18,108,1,Lunedi,1,7,A04,  ,3,1,Curva,1,Verticale e orizzontale,Sereno,Tamponamento,Trattore stradale o motrice,Autovettura privata,Autovettura privata,21,  ,20,  ,           ,           ,           ,30-44,1,1,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,1,2,           , ,     , ,2,6-9  ,4, ,     , , ,     , ,0,0,0,0,18-29,1,1,2,"(2003,2008]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,9,144,800,1,108001,Agrate Brianza,Monza e della Brianza,1,0,A04
18,15,86,Venerdi,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,Scontro laterale,Autovettura privata,Trattore stradale o motrice,null,21,  ,20,  ,           ,2015       ,           ,45-54,1,2,2,"(1994,1998]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,1,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,17,129,500,1,15086,Cormano,Milano,5,0,A04
18,108,33,Venerdi,1,7,A04,  ,1,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autovettura privata,Trattore stradale o motrice,null,20,  ,34,  ,2012       ,           ,           ,30-44,1,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,1,4,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,18,138,637,1,108033,Monza,Monza e della Brianza,5,0,A04
18,15,146,Materdi,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,"Fuoriuscita, sbandamento",Autovettura privata,null,null,71,  ,76,  ,           ,           ,           ,30-44,2,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,11,126,316,1,15146,Milano,Milano,2,0,A04
18,15,77,Venerdi,1,7,A04,  ,1,1,Rettilineo,1,Verticale e orizzontale,Altro,Tamponamento,Autovettura privata,Autovettura privata,null,20,  ,22,  ,           ,           ,           ,18-29,1,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,n.i. ,2,1, ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,13,132,326,1,15077,Cinisello Balsamo,Milano,5,0,A04
18,108,1,Materdi,1,7,A04,  ,1,1,Rettilineo,2,Verticale e orizzontale,Pioggia,Tamponamento,Autocarro,Autovettura privata,Autovettura privata,34,  ,20,  ,           ,           ,           ,18-29,1,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,65+  ,2,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,2,3,"(2013,2018]", ,     , ,2,18-29,3, ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,3,                                                         ,7,144,900,1,108001,Agrate Brianza,Monza e della Brianza,2,0,A04
18,15,157,Mercoledi,1,7,A04,  ,1,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autovettura privata,Autovettura privata,Autovettura privata,22,  ,20,  ,           ,           ,           ,45-54,1,1,2,"(2008,2013]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,2,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,1,2,"(2008,2013]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,2,0,0,0,0,0,0,1,                                                         ,15,128,475,1,15157,Novate Milanese,Milano,3,0,A04
18,15,77,Mercoledi,1,7,A04,  ,1,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autovettura privata,Autovettura privata,Autovettura privata,22,  ,20,  ,2013       ,2015       ,2016       ,18-29,1,1,2,"(2008,2013]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,1,2,"(2008,2013]", ,     , ,2,45-54,3, ,     , , ,     , ,0,0,0,0,30-44,1,1,2,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,19,135,800,1,15077,Cinisello Balsamo,Milano,3,0,A04
18,15,86,Sabato,1,7,A04,  ,1,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autovettura privata,Motociclo a solo,null,21,  ,20,  ,           ,           ,           ,30-44,1,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,2,2,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,10,131,300,1,15086,Cormano,Milano,6,0,A04
18,15,77,Sabato,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autovettura privata,Autovettura privata,Autovettura privata,22,  ,20,  ,           ,           ,           ,30-44,1,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,55-64,1,1,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,18-29,1,1,2,"(2008,2013]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,2,0,0,0,1,0,0,1,                                                         ,13,135,750,1,15077,Cinisello Balsamo,Milano,6,0,A04
18,15,77,Materdi,1,7,A04,  ,1,1,Rettilineo,1,Orizzontale,Sereno,Tamponamento,Autocarro,Autovettura privata,null,20,  ,22,  ,           ,           ,           ,18-29,1,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,18-29,1,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,10,136,900,1,15077,Cinisello Balsamo,Milano,2,0,A04
18,15,146,Mercoledi,1,7,A04,  ,1,1,Rettilineo,1,Verticale e orizzontale,Sereno,Scontro laterale,Autovettura privata,Motociclo a solo,null,22,  ,20,  ,2011       ,2011       ,           ,30-44,1,1,2,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,9,126,600,1,15146,Milano,Milano,3,0,A04
18,15,77,Venerdi,1,7,A04,  ,2,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autovettura privata,Autovettura privata,Trattore stradale o motrice,20,  ,32,  ,           ,           ,           ,30-44,1,2,2,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,18-29,1,1,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,1,0,0,0,0,0,0,1,                                                         ,14,135,300,1,15077,Cinisello Balsamo,Milano,5,0,A04
18,108,33,Venerdi,1,7,A04,  ,3,1,Rettilineo,2,Orizzontale,Neve,Scontro laterale,Trattore stradale o motrice,Autovettura privata,null,20,  ,21,  ,           ,2014       ,           ,55-64,1,1,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,18-29,2,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,11,138,600,1,108033,Monza,Monza e della Brianza,5,0,A04
18,15,209,Lunedi,1,7,A04,  ,3,1,Rettilineo,2,Assente,Pioggia,Tamponamento,Autovettura privata,Autovettura privata,Autovettura privata,20,  ,22,  ,           ,           ,           ,30-44,1,1,2,"(2013,2018]",2,45-54,4, ,     , , ,     , , ,     , ,0,0,0,0,n.i. ,1,1, ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,65+  ,1,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,8,137,768,1,15209,Sesto San Giovanni,Milano,1,0,A04
18,108,12,Lunedi,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autovettura privata,Autocarro,null,20,  ,22,  ,2013       ,2018       ,           ,65+  ,1,1,2,"(2013,2018]",2,65+  ,4, ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,1,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,10,139,400,1,108012,Brugherio,Monza e della Brianza,1,0,A04
18,15,77,Lunedi,1,7,A04,  ,1,1,Rettilineo,1,Verticale e orizzontale,Sereno,"Fuoriuscita, sbandamento",Autovettura privata,null,null,72,  ,75,  ,           ,           ,           ,30-44,1,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,16,134,300,1,15077,Cinisello Balsamo,Milano,1,0,A04
18,15,86,Venerdi,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autovettura privata,Trattore stradale o motrice,Autovettura privata,21,  ,20,  ,           ,           ,           ,45-54,2,2, ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,55-64,1,1,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,1,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,8,129,900,1,15086,Cormano,Milano,5,0,A04
18,15,86,Venerdi,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Trattore stradale o motrice,Trattore stradale o motrice,Autovettura privata,22,  ,20,  ,           ,           ,           ,18-29,1,1,2,"(2008,2013]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,65+  ,1,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,55-64,1,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,17,131,200,1,15086,Cormano,Milano,5,0,A04
18,108,1,Mercoledi,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,Scontro frontale,Autocarro,Autovettura privata,Autocarro,21,  ,20,  ,           ,           ,           ,30-44,1,2, ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,1,2,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,1,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,15,145,850,1,108001,Agrate Brianza,Monza e della Brianza,3,0,A04
18,15,157,Mercoledi,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autovettura privata,Autovettura privata,Autovettura privata,22,  ,20,  ,           ,           ,           ,55-64,1,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,2,2,"(2008,2013]",2,45-54,4, ,     , , ,     , , ,     , ,0,0,0,0,55-64,1,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,                                                         ,15,128,400,1,15157,Novate Milanese,Milano,3,0,A04
18,15,77,Domenica,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autovettura privata,Autovettura privata,null,21,  ,20,  ,           ,           ,           ,18-29,2,2,2,"(2003,2008]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,1,2,"(2008,2013]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,12,133,400,2,15077,Cinisello Balsamo,Milano,7,0,A04
18,15,86,Giovedi,1,7,A04,  ,2,1,Rettilineo,1,Assente,Sereno,Tamponamento,Veicoli speciali,Autocarro,null,20,  ,22,  ,           ,           ,           ,45-54,1,1,2,           ,2,55-64,4, ,     , , ,     , , ,     , ,0,0,0,0,n.i. ,1,1, ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,11,129,300,2,15086,Cormano,Milano,4,0,A04
18,15,77,Domenica,1,7,A04,  ,1,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autocarro,Autovettura privata,Autovettura privata,22,  ,20,  ,           ,           ,           ,55-64,1,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,55-64,1,1,2,"(2013,2018]",2,45-54,4, ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,1,0,0,0,0,0,0,1,                                                         ,15,135,680,2,15077,Cinisello Balsamo,Milano,7,0,A04
18,108,33,Materdi,1,7,A04,  ,1,1,Rettilineo,2,Verticale,Pioggia,Tamponamento,Autovettura privata,Autovettura privata,null,22,  ,20,  ,           ,           ,           ,30-44,1,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,65+  ,1,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,16,137,200,2,108033,Monza,Monza e della Brianza,2,0,A04
18,15,77,Mercoledi,1,7,A04,  ,3,1,Rettilineo,2,Verticale e orizzontale,Altro,Tamponamento,Autovettura privata,Autocarro,null,21,  ,21,  ,           ,           ,           ,30-44,1,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,1, ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,19,135,700,2,15077,Cinisello Balsamo,Milano,3,0,A04
18,108,33,Mercoledi,1,7,A04,  ,1,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autovettura privata,Autovettura privata,Autocarro,21,  ,20,  ,2018       ,2016       ,2015       ,45-54,1,2,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,2,2,2,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,1,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,                                                         ,11,142,200,2,108033,Monza,Monza e della Brianza,3,0,A04
18,15,77,Sabato,1,7,A04,  ,3,1,Rettilineo,1,Verticale,Sereno,Tamponamento,Autocarro,Autovettura privata,Autocarro,22,  ,20,  ,           ,           ,           ,30-44,1,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,2,3,"(2013,2018]",2,65+  ,3,2,65+  ,3,2,55-64,3, ,     , ,0,0,0,0,45-54,1,1,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,4,                                                         ,11,136,000,2,15077,Cinisello Balsamo,Milano,6,0,A04
18,108,52,Mercoledi,1,7,A04,  ,1,1,Rettilineo,1,Verticale e orizzontale,Sereno,Scontro laterale,Autovettura privata,Motociclo con passeggero,null,21,  ,20,  ,           ,           ,           ,55-64,1,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,2,2,"(2013,2018]",2,45-54,4, ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,                                                         ,13,146,400,2,108052,Caponago,Monza e della Brianza,3,0,A04
18,15,32,Venerdi,1,7,A04,  ,1,1,Rettilineo,1,Verticale e orizzontale,Sereno,Scontro laterale,Autovettura privata,Trattore stradale o motrice,null,20,  ,21,  ,2012       ,2013       ,           ,45-54,2,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,1,4,"(2008,2013]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,14,132,033,2,15032,Bresso,Milano,5,0,A04
